,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049
South Africa,51206,51250.88013,51295.79959,51340.75842,51385.75666,51430.79434,51476.28149,51521.80887,51567.37652,51612.98447,51658.63276,51695.15539,51731.70385,51768.27814,51804.87829,51841.50432,51870.08929,51898.69002,51927.30652,51955.9388,51984.58687,52005.7793,52026.98036,52048.19007,52069.40842,52090.63543,52105.83702,52121.04305,52136.25351,52151.46841,52166.68776,52177.9509,52189.21647,52200.48447,52211.75491,52223.02778
Spain,47290,47334.36926,47378.78016,47423.23272,47467.72699,47512.263,47544.71702,47577.19321,47609.69158,47642.21215,47674.75494,47693.8096,47712.87188,47731.94178,47751.0193,47770.10445,47788.4341,47806.77078,47825.1145,47843.46525,47861.82305,47879.1365,47896.45621,47913.78219,47931.11443,47948.45295,47960.81727,47973.18478,47985.55548,47997.92937,48010.30645,48013.47472,48016.64319,48019.81187,48022.98076,48026.14986
Sri Lanka,21556,21580.77549,21605.57947,21630.41194,21655.27297,21680.16256,21697.04677,21713.94413,21730.85464,21747.77833,21764.71519,21776.4989,21788.28899,21800.08546,21811.88832,21823.69757,21832.11502,21840.53572,21848.95967,21857.38686,21865.81731,21870.10133,21874.38619,21878.67189,21882.95843,21887.24581,21885.80106,21884.35641,21882.91185,21881.46739,21880.02302,21872.44729,21864.87418,21857.30369,21849.73582,21842.17058
Sudan,47940,48154.00261,48368.96052,48584.878,48801.75932,49019.6088,49217.80356,49416.79966,49616.60033,49817.20883,50018.62843,50206.77821,50395.63573,50585.20366,50775.48467,50966.48144,51143.42734,51320.98756,51499.16424,51677.95951,51857.37553,52022.67679,52188.50497,52354.86175,52521.74881,52689.16784,52843.17109,52997.62448,53152.52931,53307.88691,53463.6986,53605.79625,53748.27157,53891.12557,54034.35925,54177.97362
Suriname,544,544.8070737,545.6153448,546.424815,547.2354862,548.04736,548.7339848,549.4214699,550.1098163,550.7990251,551.4890974,552.036191,552.5838274,553.132007,553.6807305,554.2299982,554.5964137,554.9630714,555.3299715,555.6971141,556.0644995,556.2423264,556.4202101,556.5981508,556.7761483,556.9542027,556.9686828,556.9831632,556.997644,557.0121252,557.0266068,556.909582,556.7925819,556.6756063,556.5586553,556.4417288
Swaziland,1255,1257.738978,1260.483935,1263.234882,1265.991832,1268.7548,1271.090841,1273.431183,1275.775834,1278.124801,1280.478094,1282.530513,1284.586222,1286.645225,1288.707529,1290.773138,1292.690684,1294.611079,1296.534327,1298.460432,1300.389398,1302.243659,1304.100565,1305.960118,1307.822322,1309.687182,1311.481768,1313.278812,1315.078319,1316.880292,1318.684733,1320.326359,1321.970029,1323.615745,1325.26351,1326.913326
Sweden,9596,9606.819056,9617.650311,9628.493777,9639.349469,9650.2174,9660.040603,9669.873805,9679.717016,9689.570248,9699.433509,9706.948615,9714.469543,9721.996299,9729.528887,9737.067311,9742.533402,9748.002562,9753.474792,9758.950094,9764.42847,9769.208358,9773.990586,9778.775154,9783.562065,9788.35132,9793.142918,9797.936863,9802.733154,9807.531792,9812.33278,9816.979423,9821.628266,9826.279311,9830.932558,9835.588009
Switzerland,7788,7793.02456,7798.052363,7803.083408,7808.1177,7813.15524,7816.995535,7820.837718,7824.68179,7828.527751,7832.375602,7834.457906,7836.540764,7838.624176,7840.708142,7842.792661,7842.510301,7842.22795,7841.945609,7841.663279,7841.380959,7839.482425,7837.584352,7835.686738,7833.789583,7831.892888,7828.930192,7825.968616,7823.008161,7820.048826,7817.09061,7813.475773,7809.862607,7806.251112,7802.641287,7799.033131
Syrian Arab Republic,21823,21894.11445,21965.46063,22037.03932,22108.85125,22180.8972,22248.88502,22317.08124,22385.48648,22454.1014,22522.92663,22584.52681,22646.29546,22708.23304,22770.34003,22832.61688,22885.25396,22938.0124,22990.89246,23043.89442,23097.01858,23139.7284,23182.5172,23225.38512,23268.33231,23311.35891,23345.619,23379.92945,23414.29032,23448.70169,23483.16363,23511.04232,23538.95411,23566.89903,23594.87713,23622.88845
Tajikistan,7290,7311.177975,7332.417473,7353.718674,7375.081756,7396.5069,7416.136315,7435.817825,7455.551567,7475.337679,7495.176302,7512.410719,7529.684765,7546.998531,7564.352108,7581.745588,7596.969129,7612.223238,7627.507975,7642.823404,7658.169584,7672.163431,7686.18285,7700.227886,7714.298587,7728.394999,7741.35065,7754.328019,7767.327142,7780.348058,7793.390801,7804.906524,7816.439263,7827.989043,7839.555889,7851.139827
Thailand,70572,71004.2196,71439.08634,71876.61643,72316.82618,72759.732,73187.59074,73617.96547,74050.871,74486.32219,74924.33403,75350.8643,75779.82274,76211.22315,76645.07944,77081.4056,77507.5526,77936.05557,78366.92753,78800.18158,79235.83089,79659.15682,80084.74441,80512.60575,80942.75298,81375.19832,81789.87009,82206.65493,82625.56363,83046.607,83469.79593,83870.42624,84272.97946,84677.46482,85083.89159,85492.26908
Togo,6543,6547.443201,6551.88942,6556.338658,6560.790917,6565.2462,6568.119262,6570.993582,6573.869159,6576.745995,6579.624089,6581.202442,6582.781173,6584.360282,6585.939771,6587.519638,6587.730425,6587.941219,6588.15202,6588.362827,6588.573641,6587.189459,6585.805568,6584.421968,6583.038658,6581.655639,6578.704412,6575.754508,6572.805927,6569.858668,6566.91273,6562.704516,6558.498999,6554.296176,6550.096047,6545.89861
Trinidad and Tobago,1360,1365.150599,1370.320705,1375.510391,1380.719731,1385.9488,1390.779685,1395.62741,1400.492031,1405.373609,1410.272201,1414.762034,1419.266161,1423.784628,1428.317479,1432.864762,1437.001842,1441.150868,1445.311872,1449.484891,1453.669958,1457.455895,1461.251691,1465.057373,1468.872967,1472.698498,1476.131515,1479.572535,1483.021576,1486.478658,1489.943798,1493.00347,1496.069425,1499.141676,1502.220236,1505.305118
Tunisia,10922,10925.18736,10928.37566,10931.56488,10934.75503,10937.94612,10936.74268,10935.53937,10934.3362,10933.13316,10931.93025,10927.18167,10922.43515,10917.69069,10912.9483,10908.20796,10904.21263,10900.21876,10896.22636,10892.23542,10888.24594,10884.01802,10879.79174,10875.5671,10871.3441,10867.12274,10861.48773,10855.85564,10850.22648,10844.60023,10838.9769,10831.11809,10823.26498,10815.41756,10807.57584,10799.7398
Turkey,76190,76322.56563,76455.36191,76588.38924,76721.64804,76855.1387,76960.60154,77066.20909,77171.96156,77277.85915,77383.90205,77458.5109,77533.19168,77607.94446,77682.76931,77757.6663,77805.97152,77854.30674,77902.67199,77951.06728,77999.49264,78031.75773,78064.03616,78096.32795,78128.63309,78160.95159,78182.35597,78203.7662,78225.1823,78246.60427,78268.0321,78275.54439,78283.0574,78290.57113,78298.08558,78305.60075
Turkmenistan,5301,5311.044366,5321.107763,5331.190229,5341.291799,5351.41251,5359.78797,5368.176538,5376.578235,5384.993082,5393.421098,5400.189015,5406.965425,5413.750338,5420.543765,5427.345717,5432.545994,5437.751253,5442.961501,5448.17674,5453.396976,5457.122008,5460.849583,5464.579705,5468.312375,5472.047594,5474.333,5476.619361,5478.906676,5481.194947,5483.484173,5484.36125,5485.238467,5486.115825,5486.993323,5487.870961
Uganda,37924,38008.94759,38094.08546,38179.41403,38264.93374,38350.645,38421.94172,38493.37098,38564.93304,38636.62814,38708.45652,38764.34474,38820.31366,38876.36339,38932.49405,38988.70574,39031.80982,39074.96154,39118.16098,39161.40817,39204.70317,39238.12695,39271.57922,39305.06002,39338.56935,39372.10726,39396.5663,39421.04054,39445.52998,39470.03463,39494.55451,39509.47218,39524.39548,39539.32442,39554.259,39569.19922
Ukraine,44457,44719.90282,44984.36035,45250.38179,45517.97639,45787.15344,46043.51349,46301.30889,46560.54767,46821.23792,47083.38775,47333.46082,47584.86209,47837.59862,48091.67751,48347.10588,48589.49301,48833.09533,49077.91895,49323.96999,49571.2546,49803.24757,50036.32627,50270.49577,50505.76118,50742.12764,50961.65849,51182.13912,51403.57364,51625.96617,51849.32086,52055.99719,52263.49735,52471.82462,52680.98231,52890.97372
United Arab Emirates,8279,8270.055934,8261.12153,8252.196778,8243.281669,8234.37619,8224.818621,8215.272146,8205.736751,8196.212424,8186.699152,8176.308448,8165.930932,8155.566588,8145.215398,8134.877346,8124.487004,8114.109933,8103.746116,8093.395537,8083.058178,8073.465093,8063.883394,8054.313067,8044.754098,8035.206473,8026.348236,8017.499765,8008.661049,7999.832077,7991.012838,7982.315687,7973.628002,7964.949772,7956.280988,7947.621638
United Kingdom,63555,63785.17535,64016.18432,64248.02993,64480.71521,64714.2432,64901.73099,65089.76196,65278.33768,65467.45974,65657.12972,65816.81709,65976.89284,66137.35792,66298.21327,66459.45985,66595.41024,66731.63873,66868.14589,67004.93229,67141.9985,67254.9535,67368.09853,67481.4339,67594.95994,67708.67697,67795.79668,67883.02849,67970.37254,68057.82897,68145.39794,68203.49496,68261.64151,68319.83764,68378.08338,68436.37878
United Republic of Tanzania,50704,50762.27689,50820.62077,50879.0317,50937.50976,50996.05504,51051.11375,51106.23191,51161.40958,51216.64682,51271.9437,51323.01127,51374.1297,51425.29905,51476.51937,51527.7907,51564.8374,51601.91073,51639.01072,51676.13739,51713.29074,51740.9794,51768.68288,51796.4012,51824.13436,51851.88236,51873.22776,51894.58194,51915.94491,51937.31668,51958.69724,51974.58688,51990.48138,52006.38074,52022.28496,52038.19405
United States of America,321199,321711.2817,322224.3805,322738.2976,323253.0343,323768.592,324244.4262,324720.9597,325198.1936,325676.1289,326154.7665,326590.6473,327027.1106,327464.1572,327901.7879,328340.0035,328739.6044,329139.6917,329540.2659,329941.3276,330342.8775,330711.3778,331080.2891,331449.612,331819.3469,332189.4942,332530.9467,332872.7502,333214.905,333557.4115,333900.2701,334222.8616,334545.7648,334868.9799,335192.5074,335516.3474
Uruguay,3416,3418.63309,3421.268209,3423.905359,3426.544543,3429.18576,3431.459722,3433.735191,3436.012169,3438.290658,3440.570657,3442.419695,3444.269727,3446.120754,3447.972775,3449.825792,3451.190842,3452.556433,3453.922563,3455.289235,3456.656447,3457.492553,3458.328862,3459.165372,3460.002086,3460.839001,3461.15734,3461.475708,3461.794105,3462.112531,3462.430987,3462.271701,3462.112421,3461.95315,3461.793885,3461.634628
Uzbekistan,28725,28790.59489,28856.33956,28922.23437,28988.27965,29054.47575,29108.20179,29162.02719,29215.95211,29269.97675,29324.10128,29364.69062,29405.33613,29446.03791,29486.79602,29527.61055,29556.78517,29585.98863,29615.22093,29644.48212,29673.77222,29694.98828,29716.21951,29737.46592,29758.72752,29780.00432,29794.22558,29808.45362,29822.68846,29836.9301,29851.17853,29857.56395,29863.95074,29870.33889,29876.72841,29883.1193
Venezuela (Bolivarian Republic of),30787,30867.24256,30947.69427,31028.35566,31109.22729,31190.3097,31260.73061,31331.31052,31402.04978,31472.94876,31544.00781,31605.02972,31666.16968,31727.42792,31788.80466,31850.30013,31902.11098,31954.00612,32005.98567,32058.04978,32110.19858,32153.11139,32196.08155,32239.10914,32282.19424,32325.33691,32359.78686,32394.27353,32428.79695,32463.35716,32497.95421,32524.49415,32551.05577,32577.63907,32604.24409,32630.87084
Viet Nam,91561,91712.30723,91863.8645,92015.67223,92167.73082,92320.04069,92432.21358,92544.52276,92656.96841,92769.55068,92882.26974,92961.64119,93041.08047,93120.58764,93200.16275,93279.80585,93336.26503,93392.75838,93449.28592,93505.84767,93562.44366,93599.09142,93635.75353,93672.43001,93709.12084,93745.82605,93758.38463,93770.94489,93783.50683,93796.07045,93808.63576,93793.05835,93777.48353,93761.9113,93746.34165,93730.77459
Yemen,27163,27314.97807,27467.80645,27621.48992,27776.03326,27931.44127,28074.92373,28219.14326,28364.10363,28509.80866,28656.26217,28791.55439,28927.48534,29064.05806,29201.27556,29339.1409,29468.2651,29597.95758,29728.22086,29859.05743,29990.46983,30114.14594,30238.33208,30363.03034,30488.24284,30613.97169,30730.81767,30848.10963,30965.84925,31084.03826,31202.67837,31310.88502,31419.46692,31528.42537,31637.76167,31747.47713
Zambia,14767,14861.30085,14956.20389,15051.71297,15147.83197,15244.56478,15339.32858,15434.68145,15530.62705,15627.16908,15724.31123,15820.46163,15917.19997,16014.52984,16112.45486,16210.97867,16309.85179,16409.32795,16509.41083,16610.10413,16711.41158,16813.72833,16916.67152,17020.24499,17124.4526,17229.29822,17333.44046,17438.21219,17543.61721,17649.65935,17756.34246,17859.75133,17963.76244,18068.37928,18173.60538,18279.4443
Zimbabwe,13666,13722.67911,13779.59329,13836.74353,13894.13079,13951.75606,13990.32807,14029.00673,14067.79231,14106.68513,14145.68547,14177.39903,14209.1837,14241.03962,14272.96697,14304.96589,14331.55989,14358.20333,14384.89631,14411.6389,14438.43122,14462.06165,14485.73075,14509.43859,14533.18523,14556.97074,14578.50945,14600.08003,14621.68253,14643.31699,14664.98346,14683.53168,14702.10336,14720.69853,14739.31722,14757.95946
