"","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030","2031","2032","2033","2034","2035","2036","2037","2038","2039","2040","2041","2042","2043","2044","2045","2046","2047","2048","2049","Standard.Deviation"
"Morocco",33251,33213.7419796659,33176.5257072515,33139.351135978,33102.2182191189,33065.12691,33026.8149433328,32988.5473680509,32950.3241327189,32912.1451859607,32874.0104764602,32826.4688448589,32778.9959668627,32731.5917430417,32684.25607411,32636.9888609249,32585.1273118991,32533.3481730575,32481.6513134471,32430.0366023225,32378.5039091464,32326.2058458684,32273.9922549129,32221.8629998394,32169.8179444277,32117.8569526778,32063.910744618,32010.0551463822,31956.2900057792,31902.6151708732,31849.0304899839,31790.1472485315,31731.3728718098,31672.7071585469,31614.1499078434,31555.7009191711,0.000421064646903872
"Mozambique",25590,25659.6848634028,25729.5594876571,25799.6243895059,25869.8800870998,25940.3271,25998.1748520605,26056.1516064425,26114.2576508255,26172.49327353,26230.85876352,26277.6448051578,26324.5142955958,26371.4673836755,26418.5042185038,26465.6249494535,26508.0454684761,26550.5339813751,26593.0905971349,26635.7154249142,26678.4085740471,26721.0641210192,26763.7878690492,26806.5799271824,26849.4404046382,26892.369410811,26932.9617299467,26973.6153206033,27014.3302752661,27055.1066865604,27095.9446472508,27130.2155040258,27164.5297064615,27198.8873093815,27233.2883676783,27267.7329363144,0.000228989490831329
"Myanmar",49513,49599.7394120314,49686.630778612,49773.6743659437,49860.8704406946,49948.21927,50022.2227112276,50096.3357961902,50170.5586873361,50244.8915473547,50319.3345391761,50378.8722135721,50438.4803327524,50498.1589800672,50557.9082389651,50617.7281929934,50659.4695366221,50701.2453017831,50743.0555168618,50784.9002102669,50826.7794104305,50854.1962770641,50881.6279328421,50909.0743857419,50936.5356437454,50964.0117148387,50979.8007722869,50995.5947213112,51011.3935634269,51027.1973001499,51043.0059329966,51047.8030737766,51052.6006654031,51057.3987079184,51062.197201365,51066.9961457852,0.00198898745693415
"Namibia",2445,2455.57324702014,2466.19221737466,2476.85710879121,2487.5681198525,2498.32545,2508.82473452612,2519.3681425973,2529.955859644,2540.58807187597,2551.2649662855,2561.54502521715,2571.86650658553,2582.22957729807,2592.63440493474,2603.08115775076,2612.83186288798,2622.61909253017,2632.44298349198,2642.30367310058,2652.20129919752,2661.30460046908,2670.43914751903,2679.60504759404,2688.80240830886,2698.03133764765,2706.58366644147,2715.1631047528,2723.76973851448,2732.40365393176,2741.06493748313,2749.17422285282,2757.30749908398,2765.46483715223,2773.64630824313,2781.85198375288,0.00132679974146157
"Nepal",32060,32104.9501373101,32149.963297541,32195.039569055,32240.179040338,32285.3818,32322.4248876667,32359.5104772418,32396.6386174907,32433.8093572344,32471.02274535,32498.4468681497,32525.8941526009,32553.3646182653,32580.858284721,32608.3751715628,32625.4440812965,32642.5219257801,32659.6087096907,32676.7044377075,32693.8091145123,32702.3704075573,32710.9339424867,32719.4997198875,32728.0677403469,32736.6380044523,32738.2092122478,32739.7804954541,32741.3518540746,32742.9232881132,32744.4947975734,32740.2369060539,32735.9795682044,32731.7227839527,32727.4665532269,32723.210875955,3.9565576163784e-05
"Netherlands",16806,16854.9887580812,16904.1203162587,16953.3950907886,17002.8134991402,17052.37596,17098.9804499354,17145.7123108886,17192.5718909672,17239.5595392301,17286.6756056904,17328.7192308502,17370.8651120166,17413.1134978908,17455.4646377785,17497.9187815919,17534.5110445892,17571.1798306135,17607.9252996924,17644.7476121882,17681.6469287986,17713.2897090397,17744.9891166721,17776.7452530353,17808.5582196502,17840.4281182192,17867.7472199434,17895.108155491,17922.5109889222,17949.9557843954,17977.4426061672,18000.6096754025,18023.8065994459,18047.0334167703,18070.2901658986,18093.576885403,0.004655873264876
"New Zealand",4555,4568.81777179254,4582.67746033969,4596.5791927976,4610.52309670812,4624.5093,4637.09328500103,4649.71151291697,4662.36407692796,4675.05107046766,4687.772587224,4698.79316710351,4709.83965548832,4720.91211328726,4732.01060155234,4743.13518147911,4752.51785362477,4761.91908618105,4771.33891586339,4780.77737945982,4790.2345138312,4798.13148157776,4806.04146791441,4813.96449430303,4821.90058224086,4829.84975326059,4836.38133980195,4842.9217592522,4849.47102355639,4856.02914467575,4862.59613458769,4867.83643156325,4873.08237587444,4878.33397360724,4883.59123085421,4888.85415371447,0.000680012214908792
"Nicaragua",6128,6130.74288747261,6133.48700265927,6136.2323461095,6138.97891837307,6141.72672,6143.97294834162,6146.21999820167,6148.46786988063,6150.71656367905,6152.9660798976,6154.60189885051,6156.23815269995,6157.87484156155,6159.51196555096,6161.14952478387,6161.91331792772,6162.67720575845,6163.44118828778,6164.20526552746,6164.96943748923,6164.68582280136,6164.40222116096,6164.11863256743,6163.83505702019,6163.55149451861,6162.36763794341,6161.18400875601,6160.00060691273,6158.8174323699,6157.63448508387,6156.05732294182,6154.48056476016,6152.90421043542,6151.32825986416,6149.75271294297,0.000631350792547244
"Niger",17857,17890.6937666093,17924.451108842,17958.2721466569,17992.1570002389,18026.10579,18056.3600267557,18086.6650409146,18117.0209176993,18147.4277424754,18177.8856007518,18203.2636811033,18228.677191701,18254.1261820089,18279.6107015602,18305.1307999571,18325.6232231679,18346.1385874554,18366.6769185018,18387.2382420184,18407.8225837448,18424.6900246194,18441.5729214535,18458.4712884098,18475.3851396639,18492.3144894042,18506.4579510856,18520.6122300992,18534.7773347183,18548.9532732228,18563.1400538986,18574.7460579373,18586.3593182554,18597.9798393895,18609.6076258794,18621.2426822673,0.000598534555385679
"Nigeria",175288,175712.589092751,176138.206640945,176564.855135745,176992.537074348,177421.25496,177779.96667951,178139.403645257,178499.567323551,178860.459183666,179222.080697844,179517.538255643,179813.482891642,180109.915408817,180406.836611466,180704.247305215,180938.913956284,181173.88535081,181409.16188454,181644.743953736,181880.631955172,182055.26545072,182230.066621392,182405.035628185,182580.172632245,182755.477794877,182871.198127299,182986.991733559,183102.858660055,183218.798953212,183334.812659486,183392.709880796,183450.625386077,183508.559181101,183566.511271646,183624.481663488,0.000453597325902944
"Norway",5022,5056.95526991522,5092.15384347337,5127.59741417199,5163.28768729603,5199.22638,5234.19086569277,5269.39048545557,5304.82682055092,5340.50146287526,5376.4160150304,5411.27338798436,5446.35675469435,5481.66758036482,5517.20733969971,5552.977516964,5587.53946533906,5622.31652862713,5657.31004571181,5692.52136380994,5727.95183852354,5762.02628551554,5796.30343462002,5830.78449167155,5865.47066967798,5900.3631888631,5933.75673589548,5967.33927620637,6001.11187941737,6035.07562120367,6069.23158332836,6101.71651548573,6134.37531987104,6167.20892711734,6200.21827283881,6233.40429765739,0.000162505654343715
"Pakistan",186427,187355.06864171,188287.757383533,189225.089225196,190167.087280921,191113.77478,192020.188782083,192930.901722556,193845.933990414,194765.306071355,195689.038548233,196581.423363713,197477.877649127,198378.419962149,199283.068945078,200191.843325228,201071.725383802,201955.474695028,202843.108256233,203734.64313945,204630.096491748,205492.877442888,206359.296133454,207229.36790123,208103.108148668,208980.532343163,209817.662100269,210658.145213893,211501.995116839,212349.225295719,213199.849291171,214002.240643095,214807.651846504,215616.094266804,216427.579312175,217242.118433732,6.46682847564585e-05
"Panama",3728,3733.07859217459,3738.16410283054,3743.25654139276,3748.35591729904,3753.46224,3758.45605284999,3763.45650974358,3768.46361952038,3773.47739103174,3778.4978331408,3783.07383243136,3787.65537354579,3792.24246319559,3796.8351081004,3801.43331498797,3805.30289106541,3809.17640608318,3813.05386405084,3816.93526898201,3820.82062489441,3824.07804677276,3827.33824575016,3830.6012241942,3833.8669844745,3837.13552896271,3840.06263130502,3842.99196654426,3845.92353638376,3848.85734252814,3851.79338668335,3854.59341838525,3857.39548554875,3860.19958965352,3863.00573218029,3865.81391461088,0.0120017179594994
"Paraguay",6913,6934.87215012648,6956.81350189497,6978.82427425363,7000.90468684336,7023.05496,7043.05475634038,7063.11150679203,7083.22537354514,7103.39651925178,7123.62510702721,7140.85199557851,7158.1205434935,7175.43085151601,7192.78302063349,7210.17715207759,7224.92638989565,7239.705798958,7254.51544098334,7269.35537781666,7284.22567142942,7296.87081328741,7309.53790663616,7322.22698958266,7334.9381003,7347.67127702757,7358.23619356868,7368.81630097194,7379.41162107968,7390.02217576562,7400.64798693494,7408.96241350378,7417.28618110455,7425.61930023165,7433.96178139127,7442.31363510138,0.0044639440370559
"Peru",30417,30495.7965572399,30574.7972403775,30654.00257821,30733.413100904,30813.02934,30884.1861619933,30955.507307113,31026.9931548321,31098.6440854999,31170.460480344,31233.4193283739,31296.5053422039,31359.7187786864,31423.059895193,31486.5289496147,31540.5629783513,31594.6897348785,31648.9093783265,31703.2220680983,31757.6279638709,31802.7225788633,31847.8812264814,31893.1039976489,31938.3909834189,31983.7422749736,32020.502946777,32057.3058696397,32094.1510921232,32131.0386628447,32167.9686304775,32197.2524527791,32226.5629333463,32255.9000964471,32285.2639663717,32314.6545674324,0.000328861611408761
"Philippines",99763,100073.321609988,100384.608502711,100696.863680769,101010.090156096,101324.29095,101606.423415992,101889.341465852,102173.047286998,102457.543072942,102742.8310233,102994.547454465,103246.8805823,103499.83191769,103753.402975223,104007.595273197,104230.049964311,104452.980448461,104676.38774329,104900.272868613,105124.636846431,105320.280103876,105516.287465163,105712.659607912,105909.397211002,106106.500954577,106276.57412877,106446.919905342,106617.538721235,106788.43101409,106959.597222251,107104.242687717,107249.083762657,107394.120711602,107539.353799441,107684.783291418,0.00361095965029377
"Poland",38345,38425.9489004647,38507.0686895586,38588.3597280392,38669.8223774255,38751.457,38826.8062520063,38902.3020148852,38977.9445735158,39053.7342133314,39129.67122032,39194.0231653733,39258.4809424641,39323.0447256419,39387.7146892422,39452.4910078876,39505.3731988797,39558.3262732571,39611.3503260321,39664.4454523442,39717.6117474607,39758.7533070031,39799.9374831039,39841.1643199076,39882.4338616043,39923.74615243,39953.4849298424,39983.2458593565,40013.0289574731,40042.8342407053,40072.6617255786,40091.5581920584,40110.4635692627,40129.3778613933,40148.3010726541,40167.233207251,0.00239283696347946
"Portugal",10704,10737.5494483494,10771.2040504249,10804.9641358089,10838.8300351167,10872.80208,10904.4958245414,10936.2819549678,10968.16074058,11000.132451464,11032.1973584928,11061.7810743548,11091.444121307,11121.1867120821,11151.0090599832,11180.9113788853,11207.9499036998,11235.0538151184,11262.2232712637,11289.4584306409,11316.7594521387,11341.0762928237,11365.4453842209,11389.8668386038,11414.3407684871,11438.8672866273,11460.609833407,11482.3937075602,11504.2189876403,11526.08575235,11547.9940805417,11567.2380818531,11586.5141520747,11605.8223446475,11625.1627131012,11644.5353110551,0.00164580453449956
"Republic of Korea",48955,48955.8811582789,48956.762332418,48957.6435224177,48958.5247282783,48959.40595,48951.9618569472,48944.5188957407,48937.0770662084,48929.6363681782,48922.196801478,48901.9262210058,48881.6640395111,48861.4102535139,48841.1648595356,48820.927854099,48786.11774852,48751.3324631053,48716.5719801578,48681.8362819928,48647.1253509384,48604.9237838342,48562.7588267507,48520.6304479286,48478.538615636,48436.4832981688,48394.7560898782,48353.0648288693,48311.4094841742,48269.7900248515,48228.2064199867,48190.2393184527,48152.3021060833,48114.3947593486,48076.5172547371,48038.6695687561,0.00103886512564584
"Republic of Moldova",3475,3473.97774873941,3472.95579819757,3471.934148286,3470.91279891628,3469.89175,3467.95338598049,3466.01610477721,3464.07990578526,3462.14478840009,3460.2107520175,3457.9864388601,3455.76355554884,3453.5421011646,3451.32207478881,3449.10347550352,3446.6372913921,3444.17287065604,3441.71021203448,3439.24931426747,3436.79017609597,3433.91220350735,3431.03664093674,3428.16348636599,3425.29273777863,3422.42439315989,3418.9332499056,3415.44566789324,3411.96164349004,3408.48117306698,3405.00425299871,3400.85366127594,3396.70812899227,3392.5676499804,3388.43221808056,3384.30182714047,0.00700677738335293
"Romania",21290,21279.0883407327,21268.1822739646,21257.2817968295,21246.3869064624,21235.4976,21222.9112743761,21210.3324086947,21197.7609985344,21185.1970394763,21172.640527104,21157.2892906493,21141.9491846183,21126.620200941,21111.302331553,21095.9955683959,21078.8800623611,21061.7784424,21044.6906972464,21027.6168156436,21010.5567863439,20992.3300480583,20974.1191215379,20955.9239930658,20937.7446489372,20919.581075459,20900.1735673178,20880.7840639049,20861.4125485169,20842.0590044659,20822.7234150796,20801.4407762148,20780.1798900624,20758.9407343895,20737.7232869855,20716.5275256627,0.0084447172682111
"Russian Federation",142400,142351.551043499,142303.118570855,142254.702576462,142206.303054711,142157.92,142077.082417712,141996.29080342,141915.545130985,141834.845374281,141754.1915072,141646.862934702,141539.615625569,141432.449518271,141325.364551327,141218.360663303,141106.621470705,140994.970691875,140883.408256853,140771.934095738,140660.548138683,140555.176294263,140449.88338616,140344.669355241,140239.534142417,140134.477688644,140028.656593706,139922.915408469,139817.254072589,139711.672525769,139606.170707758,139490.38489802,139374.695118089,139259.101288322,139143.603329139,139028.201161028,0.00231915884946008
"Rwanda",11951,12013.8432191019,12077.0168934114,12140.5227605965,12204.3625674625,12268.53807,12325.400743961,12382.5269671462,12439.9179610632,12497.5749528813,12555.4991754573,12609.1528543534,12663.0358126448,12717.1490301161,12771.4934907385,12826.0701826884,12879.164796796,12932.4792005981,12986.0143039329,13039.7710204051,13093.7502674011,13146.9482377059,13200.3623434941,13253.9934628922,13307.8424775946,13361.9102728775,13413.3831099592,13465.0542310365,13516.9243999402,13568.9943834437,13621.264951274,13668.7165858107,13716.3335249375,13764.1163445168,13812.0656224169,13860.1819385194,0.00391206973026253
"Sao Tome and Principe",180,180.646933008643,181.296191141272,181.947782754552,182.601716235182,183.258,183.861693003324,184.467374706964,185.075051662143,185.684730441669,186.29641764,186.874069077383,187.453511645199,188.034750897225,188.617792404463,189.202641755184,189.739195851782,190.277271546049,190.816873153038,191.358005000039,191.900671426613,192.389441010922,192.87945548773,193.370718027771,193.86323180985,194.357000020874,194.795045265391,195.234077784029,195.674099801923,196.115113549224,196.55712126111,196.942822107738,197.329279808874,197.716495849679,198.104471718233,198.493208905532,0.00222709625822838
"Saudi Arabia",29927,30038.2169843538,30149.8472816895,30261.8924279921,30374.3539649548,30487.23344,30580.8019088458,30674.6575489883,30768.801241786,30863.2338713022,30957.9563243136,31032.3919376702,31107.0065247446,31181.8005158628,31256.7743423857,31331.9284367113,31394.0322904058,31456.2592418104,31518.6095349204,31581.0834142146,31643.6811246566,31696.7905112163,31749.9890342747,31803.2768434346,31856.6540885499,31910.1209197262,31954.9878432724,31999.9178515319,32044.9110332043,32089.967477114,32135.0872722103,32170.9982192757,32206.9492968101,32242.940549659,32278.9720227185,32315.0437609346,0.00159549816276577
"Senegal",13805,13871.6932662917,13938.7087340879,14006.0479599745,14073.7125080577,14141.70395,14205.6377030953,14269.8604966626,14334.3736374358,14399.1784380561,14464.2762170995,14525.8876325025,14587.7614852684,14649.8988932644,14712.300979119,14774.9688702428,14834.2704480802,14893.8100417918,14953.5886066907,15013.6071019237,15073.8664904878,15130.211861749,15186.7678492356,15243.5352402207,15300.5148249202,15357.7073965037,15410.299337419,15463.0713776277,15516.0241338736,15569.1582250124,15622.4742720194,15671.0693560494,15719.815599374,15768.7134721876,15817.7634461471,15866.9659943765,0.000391776359741954
"Sierra Leone",6384,6408.617632129,6433.33019342649,6458.13804995314,6483.04156918122,6508.04112,6531.13635899454,6554.31355660833,6577.57300368985,6600.91499211973,6624.33981481441,6646.29262785651,6668.31819169552,6690.41674742483,6712.58853693683,6734.83380292551,6755.37064265852,6775.97010632533,6796.63238488798,6817.35766989086,6838.14615346239,6856.99727171336,6875.90035794678,6894.85555542583,6913.86300780865,6932.92285914938,6949.90828365313,6966.9353218675,6984.00407574465,7001.11464748654,7018.26713954551,7033.51460291738,7048.79519200741,7064.10897878255,7079.45603536607,7094.83643403795,0.00147179480662411
"Singapore",5336,5344.59524089318,5353.20432701986,5361.827280682,5370.46412421743,5379.11488,5386.8065026846,5394.5091236581,5402.22275864702,5409.94742340035,5417.6831336896,5424.2011569798,5430.7270221143,5437.26073852765,5443.80231566571,5450.35176298575,5454.66162016442,5458.97488535595,5463.29156125522,5467.61165055925,5471.93515596717,5473.60854432436,5475.2824444253,5476.95685642648,5478.63178048445,5480.3072167558,5480.06606201571,5479.82491788737,5479.5837843703,5479.34266146403,5479.10154916811,5477.95045428136,5476.79960122612,5475.64898995159,5474.49862040697,5473.34849254149,0.00138488643004318
"Slovenia",2049,2049.51608795718,2050.03230590302,2050.54865387027,2051.06513189168,2051.58174,2051.63507835172,2051.68841809016,2051.74175921536,2051.79510172737,2051.8484456262,2051.52415107852,2051.19990778557,2050.87571573926,2050.55157493149,2050.22748535415,2049.66130995306,2049.0952909027,2048.52942815991,2047.96372168151,2047.39817142437,2046.74668432819,2046.0954045368,2045.44433198424,2044.79346660454,2044.1428083318,2043.45551433132,2042.76845141696,2042.08161951103,2041.39501853586,2040.7086484138,2039.95711429834,2039.20585695121,2038.45487627048,2037.70417215427,2036.95374450072,7.39785158172951e-05
"Solomon Islands",595,597.712161590966,600.436685905454,603.173629295908,605.923048371639,608.685,611.264562835443,613.85505767089,616.456530835362,619.069028854221,621.69259845,624.157262414054,626.631697394317,629.11594212741,631.610035503524,634.11401656703,636.4518147619,638.798231754425,641.153299319665,643.517049349823,645.88951385468,648.072030233432,650.261921523281,652.459212644689,654.663928602324,656.876094485348,658.883030596888,660.896098447108,662.915316770144,664.940704357375,666.972280057588,668.797767750125,670.628251760224,672.463745762688,674.304263469753,676.149818631181,0.0749449196075645
"Somalia",10323,10381.3834204303,10440.0970378752,10499.142719818,10558.5223443039,10618.2378,10679.2874130858,10740.6880312375,10802.4416725604,10864.5503667631,10927.016155224,10989.6488571599,11052.6405642713,11115.9933343444,11179.7092369606,11243.7903535639,11307.1615867403,11370.8899871234,11434.9775677468,11499.4263529895,11564.2383786405,11627.6286112782,11691.3663221902,11755.4534161042,11819.8918081894,11884.6834241126,11947.8295782058,12011.3112428577,12075.130200716,12139.2882438997,12203.7871740501,12266.5013510188,12329.5378105657,12392.8982088721,12456.5842106306,12520.5974890884,0.0203361099718485
"South Africa",51206,51250.8801275393,51295.7995908176,51340.7584243111,51385.7566625263,51430.79434,51476.2814918089,51521.8088740092,51567.3765221818,51612.9844719394,51658.6327589262,51695.1553914222,51731.7038454046,51768.2781391292,51804.8782908648,51841.5043188928,51870.0892888659,51898.6900203513,51927.3065220397,51955.9388026268,51984.5868708129,52005.7792962854,52026.9803612205,52048.1900691403,52069.4084235683,52090.6354280294,52105.8370184359,52121.0430451169,52136.2535093669,52151.4684124809,52166.6877557543,52177.9508956835,52189.2164674006,52200.4844714307,52211.7549082989,52223.0277785304,0.000292959905675713
"Spain",47290,47334.3692640093,47378.7801569378,47423.2327178433,47467.7269858203,47512.263,47544.7170211069,47577.1932104588,47609.6915831981,47642.2121544775,47674.75493946,47693.8096037957,47712.871883907,47731.9417828376,47751.0193036328,47770.1044493389,47788.4340976779,47806.7707792026,47825.1144966114,47843.4652526042,47861.8230498816,47879.1364994217,47896.4562118979,47913.7821895756,47931.1144347212,47948.4529496019,47960.8172721174,47973.1847829835,47985.5554830221,47997.9293730557,48010.3064539069,48013.4747159499,48016.6431870705,48019.8118672827,48022.9807566001,48026.1498550367,0.0108862676766154
"Sri Lanka",21556,21580.7754948305,21605.5794654981,21630.4119447317,21655.2729652976,21680.16256,21697.0467679372,21713.9441250598,21730.8546416082,21747.7783278308,21764.715193984,21776.4989029925,21788.2889918592,21800.0854640383,21811.8883229859,21823.6975721597,21832.1150236559,21840.535721783,21848.9596677931,21857.386862939,21865.817308474,21870.1013296591,21874.3861901835,21878.6718902114,21882.9584299076,21887.2458094363,21885.8010604934,21884.3564069166,21882.9118486994,21881.4673858357,21880.0230183192,21872.4472861327,21864.8741769653,21857.3036899089,21849.7358240555,21842.1705784975,0.0085226263084433
"Sudan",47940,48154.0026106088,48368.960521955,48584.8779984701,48801.759323622,49019.6088,49217.803561049,49416.7996578138,49616.6003302334,49817.2088313464,50018.628427344,50206.7782083391,50395.6357324532,50585.2036619287,50775.4846690221,50966.4814360421,51143.427337282,51320.9875609369,51499.1642398172,51677.9595141378,51857.3755315441,52022.67679465,52188.5049742708,52354.8617500125,52521.7488068352,52689.1678350701,52843.1710922502,52997.6244799637,53152.5293138808,53307.8869135173,53463.6986022456,53605.7962506732,53748.2715710954,53891.1255673017,54034.3592457497,54177.9736155716,0.0110121795377403
"Suriname",544,544.807073709363,545.615344786322,546.424815007281,547.235486151281,548.04736,548.733984842132,549.421469926841,550.10981633189,550.799025136388,551.4890974208,552.036191039939,552.583827392253,553.132007016147,553.680730450564,554.229998234981,554.596413680391,554.963071372304,555.329971470874,555.697114136363,556.064499529139,556.242326396183,556.420210131441,556.598150753098,556.776148279347,556.954202728385,556.968682784713,556.983163217502,556.997644026763,557.012125212506,557.02660677474,556.909582026596,556.792581863977,556.675606281719,556.558655274656,556.441728837626,0.00110761177974898
"Swaziland",1255,1257.73897849587,1260.48393468352,1263.23488160901,1265.99183234682,1268.7548,1271.09084074616,1273.43118262786,1275.77583356439,1278.12480148962,1280.478094352,1282.53051312024,1284.58622161504,1286.64522510935,1288.70752888458,1290.77313823059,1292.69068440169,1294.61107924015,1296.5343269779,1298.46043185315,1300.38939811041,1302.24365931922,1304.10056457037,1305.96011763407,1307.82232228593,1309.6871823069,1311.48176772739,1313.27881216013,1315.07831897456,1316.88029154474,1318.68473324935,1320.32635939537,1321.9700291962,1323.61574519599,1325.26350994204,1326.91332598482,0.00145675738043111
"Sweden",9596,9606.81905648428,9617.65031096597,9628.49377719777,9639.34946894787,9650.2174,9660.04060280245,9669.87380489396,9679.71701645307,9689.57024766866,9699.43350874001,9706.94861473161,9714.46954341564,9721.99629930351,9729.52888691013,9737.06731075392,9742.53340214386,9748.00256203011,9753.47479213523,9758.95009418274,9764.42846989714,9769.20835784969,9773.99058565541,9778.77515445969,9783.56206540851,9788.35131964839,9793.14291832643,9797.93686259027,9802.73315358812,9807.53179246876,9812.33278038154,9816.97942318756,9821.62826641727,9826.27931111266,9830.93255831625,9835.58800907104,0.00104705734627049
"Switzerland",7788,7793.02456045479,7798.05236259009,7803.08340849731,7808.11770026924,7813.15524,7816.99553538433,7820.83771833754,7824.68178978739,7828.52775066212,7832.3756018904,7834.45790630903,7836.54076432619,7838.62417608908,7840.7081417449,7842.79266144091,7842.51030057439,7842.22794987358,7841.94560933814,7841.66327896768,7841.38095876185,7839.48242545721,7837.58435182016,7835.6867377394,7833.78958310368,7831.89288780175,7828.93019164443,7825.96861623385,7823.00816114606,7820.04882595726,7817.09061024381,7813.4757727271,7809.86260681059,7806.25111172129,7802.64128668657,7799.03313093414,0.00125760290326387
"Syrian Arab Republic",21823,21894.1144469645,21965.4606340458,22037.0393164135,22108.8512516984,22180.8972,22248.8850214789,22317.0812359649,22385.4864822144,22454.1014009414,22522.926634824,22584.5268074725,22646.2954565065,22708.2330427086,22770.3400281219,22832.6168760528,22885.25396318,22938.0123970172,22990.8924573108,23043.8944244517,23097.0185794775,23139.728399998,23182.5171973251,23225.3851174986,23268.3323068284,23311.3589118951,23345.6190045043,23379.9294482728,23414.2903172004,23448.7016853955,23483.1636270757,23511.0423192286,23538.9541083479,23566.8990337255,23594.8771347,23622.8884506568,0.000716087206704635
"Tajikistan",7290,7311.17797493551,7332.41747341318,7353.71867416333,7375.08175643552,7396.5069,7416.13631545311,7435.81782494957,7455.55156674052,7475.33767944402,7495.17630204601,7512.41071917126,7529.68476513534,7546.99853106084,7564.3521082799,7581.74558833464,7596.96912924876,7612.2232378198,7627.50797542517,7642.82340356554,7658.16958386505,7672.16343115902,7686.1828495454,7700.22788575049,7714.29858658598,7728.39499894909,7741.35064952843,7754.3280185735,7767.32714249249,7780.34805775462,7793.39080089025,7804.90652385228,7816.43926275497,7827.98904274151,7839.55588899228,7851.13982672484,0.00108869075273776
"Thailand",70572,71004.2196008168,71439.0863390724,71876.6164272121,72316.8261769745,72759.732,73187.5907386152,73617.9654719322,74050.8709950894,74486.3221902274,74924.334027,75350.864302652,75779.8227357031,76211.2231492013,76645.079444886,77081.4056036373,77507.552604319,77936.0555722378,78366.9275324334,78800.1815819549,79235.8308902589,79659.1568177056,80084.7444093368,80512.605748336,80942.7529824424,81375.1983242959,81789.8700856442,82206.6549314851,82625.5636296751,83046.6070029419,83469.7959291633,83870.4262432778,84272.979464317,84677.4648216648,85083.8915890037,85492.2690845269,0.000622213427127224
"Togo",6543,6547.44320134827,6551.88941997274,6556.33865792239,6560.79091724756,6565.2462,6568.11926213432,6570.99358156895,6573.86915885409,6576.74599454021,6579.624089178,6581.20244153199,6582.78117250885,6584.3602821994,6585.9397706945,6587.51963808501,6587.73042522348,6587.94121910671,6588.15201973492,6588.36282710831,6588.5736412271,6587.18945928388,6585.80556814103,6584.42196773745,6583.03865801207,6581.65563890381,6578.70441169203,6575.75450781627,6572.80592668317,6569.85866769958,6566.91273027267,6562.70451615833,6558.49899875503,6554.29617633466,6550.09604717021,6545.8986095358,0.000212873701330632
"Trinidad and Tobago",1360,1365.15059921732,1370.32070481134,1375.51039065669,1380.71973090783,1385.9488,1390.77968547289,1395.62740955803,1400.49203094837,1405.37360854142,1410.27220144,1414.76203417606,1419.26616103063,1423.7846275114,1428.31747927092,1432.86476210707,1437.00184248917,1441.15086777671,1445.31187245796,1449.48489112077,1453.66995845287,1457.45589480153,1461.25169123842,1465.05737344313,1468.87296716215,1472.69849820901,1476.13151528092,1479.57253508132,1483.0215762654,1486.47865753188,1489.94379762304,1493.00346953202,1496.06942462579,1499.14167580715,1502.22023600545,1505.30511817653,0.000308625585258214
"Tunisia",10922,10925.1873631231,10928.3756564131,10931.5648801416,10934.75503458,10937.94612,10936.7426811411,10935.5393746896,10934.336200631,10933.1331589506,10931.930249634,10927.1816683463,10922.4351497341,10917.6906929013,10912.9482969525,10908.2079609923,10904.2126312258,10900.2187648216,10896.2263612436,10892.2354199562,10888.2459404237,10884.0180188574,10879.7917389992,10875.5671002116,10871.3441018572,10867.1227432993,10861.4877328194,10855.8556443038,10850.2264762371,10844.6002271051,10838.9768953941,10831.1180883154,10823.2649792699,10815.417564126,10807.5758387554,10799.7397990328,0.00472346082297099
"Turkey",76190,76322.5656255836,76455.3619067006,76588.3892446765,76721.6480415352,76855.1387,76960.6015351227,77066.2090893855,77171.9615613764,77277.8591499555,77383.902054256,77458.5108982619,77533.1916755699,77607.9444555337,77682.7693075739,77757.666301178,77805.9715152501,77854.3067378578,77902.6719876435,77951.0672832607,77999.4926433747,78031.757728887,78064.0361610983,78096.3279455294,78128.6330877036,78160.9515931465,78182.3559674976,78203.766203436,78225.1823025669,78246.6042664959,78268.0320968291,78275.5443856894,78283.0573955909,78290.571126603,78298.0855787948,78305.6007522355,0.000488073446877572
"Turkmenistan",5301,5311.04436556298,5321.10776324811,5331.19022911758,5341.29179930188,5351.41251,5359.78796982493,5368.17653802585,5376.5782351186,5384.99308165112,5393.4210982035,5400.18901522004,5406.96542493536,5413.75033800649,5420.54376510384,5427.3457169112,5432.54599382996,5437.75125345693,5442.96150056635,5448.17673993703,5453.39697635237,5457.12200752116,5460.84958313286,5464.57970492547,5468.31237463822,5472.04759401149,5474.33300010409,5476.61936069881,5478.90667619429,5481.19494698935,5483.48417348298,5484.36125033103,5485.2384674665,5486.11582491181,5486.99332268942,5487.87096082177,0.00015947082671657
